"./TestData/TokenRequestTest/FileEmptyFile.json", "Error: input file not found.", "Empty File"
"./TestData/TokenRequestTest/TwoItems.json", "Error: invalid date data in JSON structure.", "File with two request objects"
"./TestData/TokenRequestTest/WithoutInitialBrace.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Initial Brace"
"./TestData/TokenRequestTest/WithTwoInitialBraces.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Initial Braces"
"./TestData/TokenRequestTest/WithWrongInitialBrace.json", "Error: JSON object cannot be created due to incorrect representation", "File With Wrong Initial Brace"
"./TestData/TokenRequestTest/WithoutFinalBrace.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Final Brace"
"./TestData/TokenRequestTest/WithTwoFinalBraces.json", "Error: invalid date data in JSON structure.", "File With Two Final Braces"
"./TestData/TokenRequestTest/WithWrongFinalBrace.json", "Error: JSON object cannot be created due to incorrect representation", "File With Wrong Final Brace"
"./TestData/TokenRequestTest/WithoutInitialLabelComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Initial Label Quotation Marks"
"./TestData/TokenRequestTest/WithTwoInitialLabelComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Initial Label Quotation Marks"
"./TestData/TokenRequestTest/WithWrongInitialLabelComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File With Wrong Initial Label Quotation Marks"
"./TestData/TokenRequestTest/WithoutFinalLabelComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Final Label Quotation Marks"
"./TestData/TokenRequestTest/WithTwoFinalLabelComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Final Label Quotation Marks"
"./TestData/TokenRequestTest/WithWrongFinalLabelComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File With Wrong Final Label Quotation Marks"
"./TestData/TokenRequestTest/WithoutLabel.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Label in a Pair"
"./TestData/TokenRequestTest/WithTwoLabels.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Labels in a Pair"
"./TestData/TokenRequestTest/WithWrongTokenRequestLabel.json", "Error: invalid input data in JSON structure.", "File With Wrong Token Request Label"
"./TestData/TokenRequestTest/WithWrongNotificationMailLabel.json", "Error: invalid input data in JSON structure.", "File With Wrong Notification Mail Label"
"./TestData/TokenRequestTest/WithWrongRequestDateLabel.json", "Error: invalid input data in JSON structure.", "File With Wrong Request Date Label"
"./TestData/TokenRequestTest/WithoutEqualSymbol.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Equal Symbol"
"./TestData/TokenRequestTest/WithTwoEqualSymbol.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Equal Symbol"
"./TestData/TokenRequestTest/WithEqualSymbol.json", "Error: JSON object cannot be created due to incorrect representation", "File With Wrong Equal Symbol"
"./TestData/TokenRequestTest/WithoutInitialValueComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Initial Value Quotation Marks"
"./TestData/TokenRequestTest/WithTwoInitialValueComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Initial Value Quotation Marks"
"./TestData/TokenRequestTest/WithWrongInitialValueComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File With Wrong Value Label Quotation Marks"
"./TestData/TokenRequestTest/WithoutFinalValueComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Final Value Quotation Marks"
"./TestData/TokenRequestTest/WithTwoFinalValueComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Final Value Quotation Marks"
"./TestData/TokenRequestTest/WithWrongValueLabelComillas.json", "Error: JSON object cannot be created due to incorrect representation", "File With Wrong Value Label Quotation Marks"
"./TestData/TokenRequestTest/WithoutValue.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Value in a Pair"
"./TestData/TokenRequestTest/WithTwoValues.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Values in a Pair"
"./TestData/TokenRequestTest/WrongTokenRequestLessCharacters.json", "Error: invalid Device in token request.", "File Including a Token Request With Less Characters than Expected"
"./TestData/TokenRequestTest/WrongTokenRequestMoreCharacters.json", "Error: invalid Device in token request.", "File Including a Token Request With More Characters than Expected"
"./TestData/TokenRequestTest/WrongTokenRequestWrongCharacters.json", "Error: invalid Device in token request.", "File Including a Token Request With Other Characters than Expected"
"./TestData/TokenRequestTest/WrongMailMissingName.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail Name"
"./TestData/TokenRequestTest/WrongMailWrongCharacters.json", "Error: invalid E-mail data in JSON structure.", "File Including a Wrong Mail With Invalid Characters in the Name"
"./TestData/TokenRequestTest/WrongMailRepeatedAt.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With Repeated At"
"./TestData/TokenRequestTest/WrongMailMissingAt.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With Missing At"
"./TestData/TokenRequestTest/WrongMailMissingDomain.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With a Missing Domain"
"./TestData/TokenRequestTest/WrongMailWrongDomain.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With a Wrong Symbol in the Domain"
"./TestData/TokenRequestTest/WrongMailWrongDomainSeparator.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With a Wrong Domain Separator"
"./TestData/TokenRequestTest/WrongMailRepeatedDomainSeparator.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With a Repeated Domain Separator"
"./TestData/TokenRequestTest/WrongMailMissingExtension.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With a Missing Extension"
"./TestData/TokenRequestTest/WrongMailWrongExtensionSymbol.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With a Wrong Extension Symbol"
"./TestData/TokenRequestTest/WrongMailLargeExtension.json", "Error: invalid E-mail data in JSON structure.", "File Including a Mail With a Extension Larger than Expected"
"./TestData/TokenRequestTest/WrongRequestDateMissingDay.json", "Error: invalid date data in JSON structure.", "File Including a Request Date Without Day"
"./TestData/TokenRequestTest/WrongRequestDateDayWithLessDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With Less Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateDayWithMoreDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With More Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateInvalidDay.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With an Invalid Day"
"./TestData/TokenRequestTest/WrongRequestDateInvalidDaysSeparator.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With an Invalid Day Separator"
"./TestData/TokenRequestTest/WrongRequestDateRepeatedDaysSeparator.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With a Repeated Day Separator"
"./TestData/TokenRequestTest/WrongRequestDateMissingDaysSeparator.json", "Error: invalid date data in JSON structure.", "File Including a Request Date Without a Day Separator"
"./TestData/TokenRequestTest/WrongRequestDateMissingMonth.json", "Error: invalid date data in JSON structure.", "File Including a Request Date Without Month"
"./TestData/TokenRequestTest/WrongRequestDateMonthWithLessDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Month With Less Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateMonthWithMoreDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Month With More Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateInvalidMonth.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With an Invalid Month"
"./TestData/TokenRequestTest/WrongRequestDateMissingYear.json", "Error: invalid date data in JSON structure.", "File Including a Request Date Without Year"
"./TestData/TokenRequestTest/WrongRequestDateYearWithLessDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Year With Less Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateYearWithMoreDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Year With More Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateInvalidHoursSeparator.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With an Invalid Hours Separator"
"./TestData/TokenRequestTest/WrongRequestDateRepeatedHoursSeparator.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With a Repeated Hours Separator"
"./TestData/TokenRequestTest/WrongRequestDateMissingHoursSeparator.json", "Error: invalid date data in JSON structure.", "File Including a Request Date Without a Hours Separator"
"./TestData/TokenRequestTest/WrongRequestDateMissingHour.json", "Error: invalid date data in JSON structure.", "File Including a Request Date Without Hour"
"./TestData/TokenRequestTest/WrongRequestDateHourWithLessDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Hour With Less Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateHourWithMoreDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Hour With More Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateInvalidHour.json", "Error: invalid date data in JSON structure.", "File Including a Request Date With an Invalid Hour"
"./TestData/TokenRequestTest/WrongRequestDateMissingMinute.json", "Error: invalid date data in JSON structure.", "File Including a Request Date Without Minute"
"./TestData/TokenRequestTest/WrongRequestDateMinuteWithLessDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Minute With Less Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateMinuteWithMoreDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Minute With More Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateInvalidMinute.json", "Error: invalid date data in JSON structure.", "File Including a Request Date with an Invalid Minute"
"./TestData/TokenRequestTest/WrongRequestDateMissingSecond.json", "Error: invalid date data in JSON structure.", "File Including a Request Date Without Second"
"./TestData/TokenRequestTest/WrongRequestDateSecondWithLessDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Second With Less Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateSecondWithMoreDigits.json", "Error: invalid date data in JSON structure.", "File Including a Request Second With More Digits Than Expected"
"./TestData/TokenRequestTest/WrongRequestDateInvalidSecond.json", "Error: invalid date data in JSON structure.", "File Including a Request Date with an Invalid Second"
"./TestData/TokenRequestTest/WithoutSeparatorSymbol.json", "Error: JSON object cannot be created due to incorrect representation", "File Without Separator Symbol"
"./TestData/TokenRequestTest/WithTwoSeparatorSymbol.json", "Error: JSON object cannot be created due to incorrect representation", "File With Two Separator Symbol"
